State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound...6,90% CI Upper Bound...7,"Poverty Percent, All Ages",90% CI Lower Bound...9,90% CI Upper Bound...10,"Poverty Estimate, Age 0-17",90% CI Lower Bound...12,90% CI Upper Bound...13,"Poverty Percent, Age 0-17",90% CI Lower Bound...15,90% CI Upper Bound...16,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound...18,90% CI Upper Bound...19,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound...21,90% CI Upper Bound...22,Median Household Income,90% CI Lower Bound...24,90% CI Upper Bound...25,"Poverty Estimate, Age 0-4",90% CI Lower Bound...27,90% CI Upper Bound...28,"Poverty Percent, Age 0-4",90% CI Lower Bound...30,90% CI Upper Bound...31
35,000,NM,New Mexico,358526,348384,368668,17.5,17,18,109631,104537,114725,23.5,22.399999999999999,24.600000000000001,77988,73645,82331,22.399999999999999,21.199999999999999,23.600000000000001,52021,51081,52961,29936,27395,32477,25.5,23.300000000000001,27.699999999999999
35,001,NM,Bernalillo County,103458,96015,110901,15.5,14.4,16.600000000000001,28902,25446,32358,20.399999999999999,18,22.800000000000001,19696,17029,22363,18.600000000000001,16.100000000000001,21.100000000000001,56148,53944,58352,.,.,.,.,.,.
35,003,NM,Catron County,723,530,916,20.600000000000001,15.1,26.100000000000001,151,98,204,38.299999999999997,24.800000000000001,51.799999999999997,111,69,153,36.899999999999999,22.899999999999999,50.899999999999999,37190,32772,41608,.,.,.,.,.,.
35,005,NM,Chaves County,11376,9255,13497,18.100000000000001,14.699999999999999,21.5,3857,2784,4930,23.699999999999999,17.100000000000001,30.300000000000001,2667,1857,3477,22,15.300000000000001,28.699999999999999,43687,39827,47547,.,.,.,.,.,.
35,006,NM,Cibola County,6137,4951,7323,25.5,20.600000000000001,30.399999999999999,1975,1423,2527,32.5,23.399999999999999,41.600000000000001,1427,990,1864,31.699999999999999,22,41.399999999999999,40436,35629,45243,.,.,.,.,.,.
35,007,NM,Colfax County,1961,1441,2481,17,12.5,21.5,564,371,757,27,17.800000000000001,36.200000000000003,393,246,540,25.199999999999999,15.800000000000001,34.600000000000001,42754,37783,47725,.,.,.,.,.,.
35,009,NM,Curry County,8868,7297,10439,18.699999999999999,15.4,22,3209,2445,3973,25.600000000000001,19.5,31.699999999999999,2321,1726,2916,26.5,19.699999999999999,33.299999999999997,45623,40948,50298,.,.,.,.,.,.
35,011,NM,DeBaca County,323,241,405,18.600000000000001,13.800000000000001,23.399999999999999,115,78,152,29.800000000000001,20.100000000000001,39.5,85,56,114,28,18.5,37.5,34746,31210,38282,.,.,.,.,.,.
35,013,NM,Dona Ana County,50726,45297,56155,23.800000000000001,21.300000000000001,26.300000000000001,16270,13664,18876,31.300000000000001,26.300000000000001,36.299999999999997,12188,10197,14179,31.600000000000001,26.399999999999999,36.799999999999997,43618,40656,46580,.,.,.,.,.,.
35,015,NM,Eddy County,6474,4835,8113,11.199999999999999,8.4000000000000004,14,2197,1438,2956,14.5,9.5,19.5,1544,972,2116,14,8.8000000000000007,19.199999999999999,63671,57182,70160,.,.,.,.,.,.
35,017,NM,Grant County,4772,3627,5917,18.100000000000001,13.800000000000001,22.399999999999999,1389,931,1847,27,18.100000000000001,35.899999999999999,964,621,1307,25.199999999999999,16.199999999999999,34.200000000000003,43175,38547,47803,.,.,.,.,.,.
35,019,NM,Guadalupe County,874,649,1099,23.5,17.399999999999999,29.600000000000001,251,168,334,28.800000000000001,19.300000000000001,38.299999999999997,178,114,242,26.600000000000001,17.100000000000001,36.100000000000001,36554,32085,41023,.,.,.,.,.,.
35,021,NM,Harding County,96,71,121,15.4,11.300000000000001,19.5,11,7,15,15.9,9.9000000000000004,21.899999999999999,8,5,11,15.699999999999999,9.3000000000000007,22.100000000000001,38162,33466,42858,.,.,.,.,.,.
35,023,NM,Hidalgo County,942,698,1186,22.899999999999999,17,28.800000000000001,302,198,406,32.399999999999999,21.199999999999999,43.600000000000001,213,133,293,31.399999999999999,19.600000000000001,43.200000000000003,37322,33025,41619,.,.,.,.,.,.
35,025,NM,Lea County,10399,8354,12444,15.1,12.1,18.100000000000001,3744,2653,4835,18.100000000000001,12.800000000000001,23.399999999999999,2547,1704,3390,16.800000000000001,11.199999999999999,22.399999999999999,63012,57643,68381,.,.,.,.,.,.
35,027,NM,Lincoln County,2657,1883,3431,13.699999999999999,9.6999999999999993,17.699999999999999,902,565,1239,25.899999999999999,16.199999999999999,35.600000000000001,662,405,919,25.699999999999999,15.699999999999999,35.700000000000003,47254,41579,52929,.,.,.,.,.,.
35,028,NM,Los Alamos County,683,503,863,3.5,2.6000000000000001,4.4000000000000004,135,89,181,3.2000000000000002,2.1000000000000001,4.2999999999999998,91,57,125,2.7999999999999998,1.7,3.8999999999999999,122001,114301,129701,.,.,.,.,.,.
35,029,NM,Luna County,5488,4223,6753,23.800000000000001,18.300000000000001,29.300000000000001,2008,1355,2661,33.200000000000003,22.399999999999999,44,1468,973,1963,34.100000000000001,22.600000000000001,45.600000000000001,32544,29447,35641,.,.,.,.,.,.
35,031,NM,McKinley County,21294,18391,24197,30.100000000000001,26,34.200000000000003,7711,6136,9286,39,31,47,6020,4832,7208,39.299999999999997,31.5,47.100000000000001,36404,33236,39572,.,.,.,.,.,.
35,033,NM,Mora County,956,704,1208,21.199999999999999,15.6,26.800000000000001,227,146,308,29.699999999999999,19.100000000000001,40.299999999999997,160,98,222,28.300000000000001,17.399999999999999,39.200000000000003,36968,32438,41498,.,.,.,.,.,.
35,035,NM,Otero County,13054,10756,15352,20.100000000000001,16.600000000000001,23.600000000000001,4180,3090,5270,27.699999999999999,20.5,34.899999999999999,2863,1977,3749,26.699999999999999,18.399999999999999,35,43135,38654,47616,.,.,.,.,.,.
35,037,NM,Quay County,1781,1332,2230,21.699999999999999,16.199999999999999,27.199999999999999,589,390,788,34.200000000000003,22.600000000000001,45.799999999999997,431,276,586,33.600000000000001,21.5,45.700000000000003,34596,30410,38782,.,.,.,.,.,.
35,039,NM,Rio Arriba County,8542,6933,10151,22.199999999999999,18,26.399999999999999,2389,1689,3089,27,19.100000000000001,34.899999999999999,1706,1191,2221,25.800000000000001,18,33.600000000000001,44579,40497,48661,.,.,.,.,.,.
35,041,NM,Roosevelt County,3257,2466,4048,18.800000000000001,14.199999999999999,23.399999999999999,1096,759,1433,25.199999999999999,17.5,32.899999999999999,775,516,1034,24.800000000000001,16.5,33.100000000000001,44928,40180,49676,.,.,.,.,.,.
35,043,NM,Sandoval County,14627,11518,17736,10,7.9000000000000004,12.1,4686,3283,6089,14.199999999999999,9.9000000000000004,18.5,3307,2214,4400,13.1,8.8000000000000007,17.399999999999999,71118,67440,74796,.,.,.,.,.,.
35,045,NM,San Juan County,24358,20803,27913,19.899999999999999,17,22.800000000000001,8438,6668,10208,26.800000000000001,21.199999999999999,32.399999999999999,6086,4729,7443,25.5,19.800000000000001,31.199999999999999,46201,42807,49595,.,.,.,.,.,.
35,047,NM,San Miguel County,6239,4870,7608,23.800000000000001,18.600000000000001,29,1467,1001,1933,31.699999999999999,21.600000000000001,41.799999999999997,1021,663,1379,30.399999999999999,19.800000000000001,41,36986,32587,41385,.,.,.,.,.,.
35,049,NM,Santa Fe County,18378,15615,21141,12.4,10.5,14.300000000000001,4268,3239,5297,16.399999999999999,12.4,20.399999999999999,2936,2154,3718,14.800000000000001,10.9,18.699999999999999,61791,58043,65539,.,.,.,.,.,.
35,051,NM,Sierra County,2899,2311,3487,27.600000000000001,22,33.200000000000003,663,458,868,39.700000000000003,27.399999999999999,52,497,340,654,42.700000000000003,29.199999999999999,56.200000000000003,33661,29526,37796,.,.,.,.,.,.
35,053,NM,Socorro County,4171,3172,5170,26,19.800000000000001,32.200000000000003,1357,922,1792,37.600000000000001,25.600000000000001,49.600000000000001,968,640,1296,35.899999999999999,23.800000000000001,48,39582,35483,43681,.,.,.,.,.,.
35,055,NM,Taos County,5922,4521,7323,18.199999999999999,13.9,22.5,1391,881,1901,24.899999999999999,15.800000000000001,34,1026,642,1410,24.399999999999999,15.300000000000001,33.5,43032,38895,47169,.,.,.,.,.,.
35,057,NM,Torrance County,3198,2431,3965,21.600000000000001,16.399999999999999,26.800000000000001,924,606,1242,30.199999999999999,19.800000000000001,40.600000000000001,646,405,887,28.399999999999999,17.800000000000001,39,39532,34841,44223,.,.,.,.,.,.
35,059,NM,Union County,684,516,852,20.300000000000001,15.300000000000001,25.300000000000001,200,135,265,27,18.199999999999999,35.799999999999997,146,95,197,26.399999999999999,17.199999999999999,35.600000000000001,38221,33562,42880,.,.,.,.,.,.
35,061,NM,Valencia County,13210,10887,15533,17.600000000000001,14.5,20.699999999999999,4062,2969,5155,23.199999999999999,17,29.399999999999999,2837,1984,3690,21.5,15,28,54867,50566,59168,.,.,.,.,.,.
36,000,NY,New York,2471760,2439327,2504193,13.1,12.9,13.300000000000001,716817,697360,736274,18.199999999999999,17.699999999999999,18.699999999999999,485664,469112,502216,17.199999999999999,16.600000000000001,17.800000000000001,72038,71588,72488,213274,203111,223437,19.600000000000001,18.699999999999999,20.5
36,001,NY,Albany County,33970,29708,38232,11.699999999999999,10.199999999999999,13.199999999999999,8717,7124,10310,16,13.1,18.899999999999999,5420,4083,6757,13.800000000000001,10.4,17.199999999999999,69408,65266,73550,.,.,.,.,.,.
36,003,NY,Allegany County,7491,6283,8699,17.899999999999999,15,20.800000000000001,2411,1911,2911,26.800000000000001,21.199999999999999,32.399999999999999,1681,1312,2050,25.600000000000001,20,31.199999999999999,49411,46772,52050,.,.,.,.,.,.
36,005,NY,Bronx County,361834,343947,379721,26.199999999999999,24.899999999999999,27.5,123692,114598,132786,36.5,33.799999999999997,39.200000000000003,85893,79104,92682,35.600000000000001,32.799999999999997,38.399999999999999,41470,40379,42561,.,.,.,.,.,.
36,007,NY,Broome County,31962,28397,35527,17.800000000000001,15.800000000000001,19.800000000000001,8893,7382,10404,24.899999999999999,20.699999999999999,29.100000000000001,5920,4920,6920,22.800000000000001,18.899999999999999,26.699999999999999,52179,48874,55484,.,.,.,.,.,.
36,009,NY,Cattaraugus County,10821,9212,12430,14.699999999999999,12.5,16.899999999999999,3462,2651,4273,21.5,16.5,26.5,2417,1779,3055,20.199999999999999,14.9,25.5,50783,48413,53153,.,.,.,.,.,.
36,011,NY,Cayuga County,10058,8534,11582,13.800000000000001,11.699999999999999,15.9,2941,2299,3583,20.5,16,25,1992,1490,2494,19,14.199999999999999,23.800000000000001,58055,54431,61679,.,.,.,.,.,.
36,013,NY,Chautauqua County,19896,16908,22884,16.300000000000001,13.800000000000001,18.800000000000001,6057,4629,7485,24.399999999999999,18.699999999999999,30.100000000000001,4251,3222,5280,23.600000000000001,17.899999999999999,29.300000000000001,50143,47695,52591,.,.,.,.,.,.
36,015,NY,Chemung County,11221,9298,13144,14.1,11.699999999999999,16.5,3481,2549,4413,20.300000000000001,14.9,25.699999999999999,2453,1812,3094,19.5,14.4,24.600000000000001,58400,54468,62332,.,.,.,.,.,.
36,017,NY,Chenango County,6368,5155,7581,13.699999999999999,11.1,16.300000000000001,1887,1388,2386,20.100000000000001,14.800000000000001,25.399999999999999,1167,764,1570,16.899999999999999,11.1,22.699999999999999,51894,48600,55188,.,.,.,.,.,.
